rating,production_year,director,age_rating,duration,budget,target_log,main_genre,month,director_film_count,actors_fame
6.0,2015,Other,18+,108,28000000.0,16.61629149374868,ужасы,январь,3,7
7.7,1993,Крис Коламбус,18+,125,25000000.0,19.905204191176253,драма,ноябрь,12,87
6.9,2022,Райан Джонсон,undefined,139,40000000.0,16.40176970201256,детектив,сентябрь,6,40
6.9,2010,Эдвард Цвик,18+,113,30000000.0,18.448490522397503,драма,ноябрь,13,72
6.4432111000991075,1990,Other,undefined,101,20635465.661466457,15.253644714113033,триллер,ноябрь,1,7
5.6,2006,Деннис Дуган,16+,85,33000000.0,17.989240550361913,комедия,апрель,15,29
7.2,2016,Other,18+,102,12000000.0,17.449930579180787,боевик,май,2,85
6.6,1997,Other,18+,107,15000000.0,17.15072328890289,комедия,апрель,3,68
7.0,1989,Other,12+,98,22235437.828422878,15.859778963986015,комедия,апрель,2,17
4.1,2021,Джордж Галло,18+,94,39390215.67272727,12.142237876700845,боевик,апрель,9,55
5.3,2007,Other,16+,81,15087496.42074074,13.662842944516873,ужасы,октябрь,1,3
7.3,1932,Other,12+,112,700000.0,14.026581528044215,драма,апрель,1,40
6.2,2019,Other,18+,94,20635465.661466457,12.523340218896212,триллер,апрель,1,13
7.0,2002,Other,18+,97,5000000.0,12.029168388634162,боевик,июнь,1,28
6.1,2022,Роланд Эммерих,12+,130,150000000.0,18.024601891795445,фантастика,февраль,12,45
6.3,2020,Other,18+,93,39390215.67272727,13.86036250132166,боевик,июнь,3,20
6.6,2015,Майкл Алмерейда,undefined,98,15338528.770776752,12.320048442843603,драма,январь,10,43
5.6,2002,Other,18+,93,15338528.770776752,13.872745913288595,драма,август,1,4
6.8,1997,Other,12+,93,40000000.0,18.291028013867457,ужасы,август,1,59
6.8,1986,Other,12+,98,15000000.0,14.48525194762356,фэнтези,январь,2,31
5.2,1984,Other,16+,94,18000000.0,16.773816212016076,комедия,июль,2,60
6.1,2014,Other,18+,123,160000000.0,20.078863236659824,фантастика,май,3,22
6.2,2000,Other,12+,79,13000000.0,18.108442597255095,фантастика,декабрь,3,53
7.5,1993,Эдриан Лайн,18+,117,38000000.0,19.40131269875208,драма,апрель,6,97
7.9,1996,Other,18+,162,27000000.0,19.26214630808798,драма,ноябрь,4,22
4.3,2023,Other,18+,103,15087496.42074074,12.821658204641734,ужасы,август,1,8
7.2,1995,Ховард Дойч,12+,101,25000000.0,18.08546675740242,мелодрама,декабрь,10,52
6.2,1987,Джон Карпентер,18+,102,3000000.0,16.467518804107254,ужасы,октябрь,16,16
6.6,2023,Антуан Фукуа,18+,109,70000000.0,19.06813764074518,боевик,август,12,61
6.6,1991,Other,18+,92,15338528.770776752,13.823879440967923,драма,июнь,3,12
6.3,2006,Other,0+,95,15000000.0,15.922688611454586,комедия,апрель,1,46
6.460980392156864,2005,Сьюзэн Сейдельман,16+,105,1500000.0,15.024505231570254,мелодрама,октябрь,5,15
7.1,2018,Other,18+,140,30000000.0,18.203887263196204,боевик,январь,1,37
6.7,1986,Other,16+,106,4500000.0,15.837720153688977,боевик,ноябрь,4,23
6.3,2017,Other,18+,107,30000000.0,16.048753611376426,фантастика,октябрь,2,51
5.7,2013,Other,16+,90,39390215.67272727,9.739261284011265,боевик,сентябрь,2,26
6.8,2002,Other,16+,96,17000000.0,13.622650061120742,боевик,август,1,64
6.0,1933,Other,12+,66,200000.0,14.508657738524219,мюзикл,январь,1,18
6.5,1999,Раджа Госнелл,18+,107,25000000.0,18.253033747187917,драма,март,9,52
